Data,Hora (UTC),Temp. Ins. (C),Umi. Ins. (%)
2025-02-08,2200,23.7,65.0
2025-02-08,2300,22.8,71.0
2025-02-09,0,22.6,73.0
2025-02-09,100,21.9,74.0
2025-02-09,200,21.2,79.0
2025-02-09,300,20.5,85.0
2025-02-09,400,20.1,87.0
2025-02-09,500,19.9,88.0
2025-02-09,600,19.8,90.0
2025-02-09,700,20.1,85.0
2025-02-09,800,20.0,83.0
2025-02-09,900,19.9,82.0
2025-02-09,1000,19.9,83.0
2025-02-09,1100,20.5,80.0
2025-02-09,1200,21.6,75.0
2025-02-09,1300,22.0,74.0
2025-02-09,1400,24.3,61.0
2025-02-09,1500,24.5,63.0
2025-02-09,1600,25.2,58.0
2025-02-09,1700,25.2,54.0
2025-02-09,1800,25.0,59.0
2025-02-09,1900,25.2,59.0
2025-02-09,2000,24.7,55.0
2025-02-09,2100,23.4,65.0
2025-02-09,2200,22.6,65.0
2025-02-09,2300,21.7,69.0
2025-02-10,0,21.6,72.0
2025-02-10,100,21.4,73.0
2025-02-10,200,21.2,76.0
2025-02-10,300,20.8,79.0
2025-02-10,400,20.6,79.0
2025-02-10,500,20.1,81.0
2025-02-10,600,19.7,84.0
2025-02-10,700,19.4,85.0
2025-02-10,800,19.2,86.0
2025-02-10,900,18.9,87.0
2025-02-10,1000,19.2,87.0
2025-02-10,1100,20.2,81.0
2025-02-10,1200,21.9,77.0
2025-02-10,1300,23.3,71.0
2025-02-10,1400,24.7,66.0
2025-02-10,1500,24.7,61.0
2025-02-10,1600,26.4,56.0
2025-02-10,1700,25.7,56.0
2025-02-10,1800,26.2,54.0
2025-02-10,1900,26.3,54.0
2025-02-10,2000,25.9,56.0
2025-02-10,2100,24.9,63.0
2025-02-10,2200,21.9,84.0
2025-02-10,2300,22.8,75.0
2025-02-11,0,22.2,76.0
2025-02-11,100,22.0,79.0
2025-02-11,200,21.6,83.0
2025-02-11,300,21.1,87.0
2025-02-11,400,20.5,90.0
2025-02-11,500,20.0,92.0
2025-02-11,600,20.4,87.0
2025-02-11,700,20.0,90.0
2025-02-11,800,20.0,90.0
2025-02-11,900,19.6,91.0
2025-02-11,1100,22.0,81.0
2025-02-11,1200,23.0,75.0
2025-02-11,1300,23.3,73.0
2025-02-11,1400,24.0,68.0
2025-02-11,1500,23.8,71.0
2025-02-11,1600,21.5,86.0
2025-02-11,1700,18.4,90.0
2025-02-11,1800,18.8,82.0
2025-02-11,1900,19.3,87.0
2025-02-11,2000,20.9,84.0
2025-02-11,2100,20.0,84.0
2025-02-11,2200,19.3,85.0
2025-02-11,2300,19.2,87.0
2025-02-12,0,18.7,92.0
2025-02-12,100,17.9,94.0
2025-02-12,200,17.9,95.0
2025-02-12,300,17.9,95.0
2025-02-12,400,17.6,97.0
2025-02-12,500,17.0,97.0
2025-02-12,600,17.4,97.0
2025-02-12,700,16.9,95.0
2025-02-12,800,19.1,82.0
2025-02-12,900,17.7,95.0
2025-02-12,1000,18.6,95.0
2025-02-12,1100,21.2,77.0
2025-02-12,1200,23.4,73.0
2025-02-12,1300,23.9,70.0
2025-02-12,1400,24.9,65.0
2025-02-12,1500,26.0,64.0
2025-02-12,1600,26.7,57.0
2025-02-12,1700,27.1,56.0
2025-02-12,1800,26.4,53.0
2025-02-12,1900,23.8,72.0
2025-02-12,2000,22.0,83.0
2025-02-12,2100,21.6,83.0
2025-02-12,2200,22.5,73.0
2025-02-12,2300,22.0,79.0
2025-02-13,0,20.6,88.0
2025-02-13,100,20.8,82.0
2025-02-13,200,20.5,84.0
2025-02-13,300,19.2,91.0
2025-02-13,400,20.0,88.0
2025-02-13,500,20.0,88.0
2025-02-13,600,19.5,91.0
2025-02-13,700,18.9,94.0
2025-02-13,800,18.8,95.0
2025-02-13,900,18.6,95.0
2025-02-13,1000,18.7,95.0
2025-02-13,1100,20.6,87.0
2025-02-13,1200,22.8,76.0
2025-02-13,1300,24.1,66.0
2025-02-13,1400,25.6,62.0
2025-02-13,1500,27.4,48.0
2025-02-13,1600,28.2,46.0
2025-02-13,1700,28.7,40.0
2025-02-13,1800,29.1,40.0
2025-02-13,1900,28.0,45.0
2025-02-13,2000,27.6,42.0
2025-02-13,2100,26.4,49.0
2025-02-13,2200,25.1,56.0
2025-02-13,2300,24.6,60.0
2025-02-14,0,23.0,72.0
2025-02-14,100,20.3,84.0
2025-02-14,200,20.1,84.0
2025-02-14,300,19.6,87.0
2025-02-14,400,20.8,85.0
2025-02-14,500,20.5,87.0
2025-02-14,600,19.4,93.0
2025-02-14,700,18.4,96.0
2025-02-14,800,18.3,94.0
2025-02-14,900,17.7,95.0
2025-02-14,1000,20.4,90.0
2025-02-14,1100,21.8,80.0
2025-02-14,1200,24.2,71.0
2025-02-14,1300,25.6,61.0
2025-02-14,1400,26.8,56.0
2025-02-14,1500,27.5,49.0
2025-02-14,1600,29.4,40.0
2025-02-14,1700,28.9,41.0
2025-02-14,1800,29.7,33.0
2025-02-14,1900,30.4,31.0
2025-02-14,2000,29.5,37.0
2025-02-14,2100,26.5,57.0
2025-02-14,2200,24.3,66.0
2025-02-14,2300,22.8,75.0
2025-02-15,0,23.0,72.0
2025-02-15,100,21.7,79.0
2025-02-15,200,22.7,73.0
2025-02-15,300,20.9,81.0
2025-02-15,400,20.9,87.0
2025-02-15,500,18.3,94.0
2025-02-15,600,18.0,96.0
2025-02-15,700,18.4,97.0
2025-02-15,800,18.2,97.0
2025-02-15,900,18.0,97.0
2025-02-15,1000,20.1,97.0
2025-02-15,1100,22.4,77.0
2025-02-15,1200,25.0,62.0
2025-02-15,1300,26.0,65.0
2025-02-15,1400,26.6,59.0
2025-02-15,1500,28.0,55.0
2025-02-15,1600,27.2,53.0
2025-02-15,1700,29.1,46.0
2025-02-15,1800,29.0,46.0
2025-02-15,1900,28.8,47.0
2025-02-15,2000,27.5,50.0
2025-02-15,2100,24.3,70.0
2025-02-15,2200,23.3,74.0
2025-02-15,2300,22.5,77.0
2025-02-16,0,21.6,82.0
2025-02-16,100,20.5,85.0
2025-02-16,200,20.5,86.0
2025-02-16,300,20.4,88.0
2025-02-16,400,20.4,92.0
2025-02-16,500,21.4,79.0
2025-02-16,600,20.1,87.0
2025-02-16,700,20.5,87.0
2025-02-16,800,19.9,89.0
2025-02-16,900,19.3,92.0
2025-02-16,1000,19.0,95.0
2025-02-16,1100,19.6,95.0
2025-02-16,1200,21.7,86.0
2025-02-16,1300,22.9,79.0
2025-02-16,1400,23.3,78.0
2025-02-16,1500,25.0,65.0
2025-02-16,1600,26.5,63.0
2025-02-16,1700,26.0,63.0
2025-02-16,1800,26.3,60.0
2025-02-16,1900,19.0,92.0
2025-02-16,2000,19.6,95.0
2025-02-16,2100,21.0,92.0
2025-02-16,2200,20.6,92.0
2025-02-16,2300,20.0,95.0
2025-02-17,0,20.0,96.0
2025-02-17,100,19.7,94.0
2025-02-17,200,19.4,92.0
2025-02-17,300,18.4,95.0
2025-02-17,400,17.9,96.0
2025-02-17,500,17.9,97.0
2025-02-17,600,19.1,97.0
2025-02-17,700,20.6,88.0
2025-02-17,800,19.0,95.0
2025-02-17,900,18.5,95.0
2025-02-17,1000,18.9,96.0
2025-02-17,1100,20.2,92.0
2025-02-17,1200,21.9,88.0
2025-02-17,1300,24.3,69.0
2025-02-17,1400,26.2,59.0
2025-02-17,1500,26.8,58.0
2025-02-17,1600,27.1,52.0
2025-02-17,1700,27.7,47.0
2025-02-17,1800,28.7,43.0
2025-02-17,1900,28.7,43.0
2025-02-17,2000,28.4,43.0
2025-02-17,2100,27.7,43.0
2025-02-17,2200,26.1,47.0
2025-02-17,2300,24.6,54.0
2025-02-18,0,23.7,65.0
2025-02-18,100,23.1,64.0
2025-02-18,200,22.8,64.0
2025-02-18,300,20.2,76.0
2025-02-18,400,18.3,86.0
2025-02-18,500,17.9,90.0
2025-02-18,600,17.6,92.0
2025-02-18,700,18.1,88.0
2025-02-18,800,17.1,91.0
2025-02-18,900,17.2,94.0
2025-02-18,1000,19.9,86.0
2025-02-18,1100,24.4,62.0
2025-02-18,1200,26.3,49.0
2025-02-18,1300,27.1,46.0
2025-02-18,1400,27.2,50.0
2025-02-18,1500,28.0,41.0
2025-02-18,1600,28.7,34.0
2025-02-18,1700,29.4,40.0
2025-02-18,1800,29.2,32.0
2025-02-18,1900,29.7,29.0
2025-02-18,2000,28.1,38.0
2025-02-18,2100,27.1,43.0
2025-02-18,2200,26.3,46.0
2025-02-18,2300,25.4,52.0
2025-02-19,0,24.4,59.0
2025-02-19,100,21.2,76.0
2025-02-19,200,23.5,63.0
2025-02-19,300,19.8,79.0
2025-02-19,400,18.8,82.0
2025-02-19,500,18.9,86.0
2025-02-19,600,18.3,88.0
2025-02-19,700,18.1,87.0
2025-02-19,800,17.7,90.0
2025-02-19,900,17.3,90.0
2025-02-19,1000,20.5,80.0
2025-02-19,1100,23.4,69.0
2025-02-19,1200,25.1,55.0
2025-02-19,1300,26.5,55.0
2025-02-19,1400,27.0,54.0
2025-02-19,1500,28.2,45.0
2025-02-19,1600,28.9,40.0
2025-02-19,1700,29.0,36.0
2025-02-19,1800,30.3,33.0
2025-02-19,1900,29.7,33.0
2025-02-19,2000,29.6,32.0
2025-02-19,2100,28.2,39.0
2025-02-19,2200,26.7,42.0
2025-02-19,2300,25.5,46.0
2025-02-20,0,24.3,49.0
2025-02-20,100,24.1,48.0
2025-02-20,200,22.8,51.0
2025-02-20,300,22.7,50.0
2025-02-20,400,22.8,48.0
2025-02-20,500,22.8,48.0
2025-02-20,600,18.5,72.0
2025-02-20,700,17.7,78.0
2025-02-20,800,18.4,74.0
2025-02-20,900,18.1,73.0
2025-02-20,1000,21.5,60.0
2025-02-20,1100,23.9,49.0
2025-02-20,1200,24.6,50.0
2025-02-20,1300,26.4,41.0
2025-02-20,1400,27.4,35.0
2025-02-20,1500,27.7,33.0
2025-02-20,1600,28.5,34.0
2025-02-20,1700,29.1,31.0
2025-02-20,1800,29.2,34.0
2025-02-20,1900,28.1,35.0
2025-02-20,2000,28.3,35.0
2025-02-20,2100,27.8,41.0
2025-02-20,2200,26.2,46.0
2025-02-20,2300,24.9,55.0
2025-02-21,0,24.0,59.0
2025-02-21,100,23.1,63.0
2025-02-21,200,22.7,64.0
2025-02-21,300,18.6,84.0
2025-02-21,400,17.7,86.0
2025-02-21,500,17.4,87.0
2025-02-21,600,16.6,90.0
2025-02-21,700,18.0,82.0
2025-02-21,800,16.5,89.0
2025-02-21,900,16.3,91.0
2025-02-21,1000,20.0,75.0
2025-02-21,1100,22.9,62.0
2025-02-21,1200,24.6,56.0
2025-02-21,1300,26.1,50.0
2025-02-21,1400,27.8,46.0
2025-02-21,1500,27.9,42.0
2025-02-21,1600,28.2,37.0
2025-02-21,1700,29.4,34.0
2025-02-21,1800,29.6,32.0
2025-02-21,1900,29.2,34.0
2025-02-21,2000,29.3,31.0
2025-02-21,2100,28.1,36.0
2025-02-21,2200,26.5,45.0
2025-02-21,2300,25.3,53.0
2025-02-22,0,24.5,55.0
2025-02-22,100,24.0,58.0
2025-02-22,200,21.3,70.0
2025-02-22,300,21.6,69.0
2025-02-22,400,19.1,82.0
2025-02-22,500,20.6,77.0
2025-02-22,600,20.2,75.0
2025-02-22,700,18.2,86.0
2025-02-22,800,20.8,73.0
2025-02-22,900,21.0,73.0
2025-02-22,1000,21.3,73.0
2025-02-22,1100,22.5,70.0
2025-02-22,1200,23.7,66.0
2025-02-22,1300,25.4,60.0
2025-02-22,1400,25.5,59.0
2025-02-22,1500,27.5,51.0
2025-02-22,1600,28.6,46.0
2025-02-22,1700,28.6,42.0
2025-02-22,1800,29.1,38.0
2025-02-22,1900,28.6,41.0
2025-02-22,2000,28.7,41.0
2025-02-22,2100,26.9,47.0
2025-02-22,2200,25.7,55.0
2025-02-22,2300,25.1,54.0
2025-02-23,0,24.5,60.0
2025-02-23,100,23.7,64.0
2025-02-23,200,23.2,66.0
2025-02-23,300,23.4,63.0
2025-02-23,400,19.3,85.0
2025-02-23,500,20.4,77.0
2025-02-23,600,18.3,89.0
2025-02-23,700,17.7,91.0
2025-02-23,800,18.6,85.0
2025-02-23,900,17.0,92.0
2025-02-23,1000,20.2,84.0
2025-02-23,1100,23.2,69.0
2025-02-23,1200,24.5,62.0
2025-02-23,1300,25.4,58.0
2025-02-23,1400,27.1,54.0
2025-02-23,1500,27.2,47.0
2025-02-23,1600,29.3,45.0
2025-02-23,1700,28.0,44.0
2025-02-23,1800,29.2,38.0
2025-02-23,1900,29.1,41.0
2025-02-23,2000,28.6,42.0
2025-02-23,2100,28.0,43.0
2025-02-23,2200,26.6,50.0
2025-02-23,2300,25.6,57.0
2025-02-24,0,24.9,61.0
2025-02-24,100,24.1,66.0
2025-02-24,200,23.7,66.0
2025-02-24,300,23.5,66.0
2025-02-24,400,22.4,71.0
2025-02-24,500,22.1,73.0
2025-02-24,600,21.8,75.0
2025-02-24,700,21.4,76.0
2025-02-24,800,21.9,73.0
2025-02-24,900,20.9,79.0
2025-02-24,1000,21.4,77.0
2025-02-24,1100,23.2,69.0
2025-02-24,1200,23.7,68.0
2025-02-24,1300,24.5,65.0
2025-02-24,1400,25.4,62.0
2025-02-24,1500,27.3,53.0
2025-02-24,1600,27.1,54.0
2025-02-24,1700,26.8,55.0
2025-02-24,1800,27.0,51.0
2025-02-24,1900,26.4,53.0
2025-02-24,2000,26.2,58.0
2025-02-24,2100,22.9,74.0
2025-02-24,2200,19.9,90.0
2025-02-24,2300,20.4,88.0
2025-02-25,0,20.0,90.0
2025-02-25,100,20.1,95.0
2025-02-25,200,19.8,96.0
2025-02-25,300,20.0,91.0
2025-02-25,400,20.0,91.0
2025-02-25,500,20.2,93.0
2025-02-25,600,20.1,90.0
2025-02-25,700,18.9,95.0
2025-02-25,800,19.6,95.0
2025-02-25,900,19.5,93.0
2025-02-25,1000,19.7,91.0
2025-02-25,1100,20.5,86.0
2025-02-25,1200,22.3,79.0
2025-02-25,1300,22.5,78.0
2025-02-25,1400,24.4,70.0
2025-02-25,1500,25.3,62.0
2025-02-25,1600,26.5,58.0
2025-02-25,1700,26.4,57.0
2025-02-25,1800,28.1,52.0
2025-02-25,1900,21.5,81.0
2025-02-25,2000,21.2,79.0
2025-02-25,2100,22.7,76.0
2025-02-25,2200,21.3,86.0
2025-02-25,2300,20.8,89.0
2025-02-26,0,22.5,74.0
2025-02-26,100,22.3,71.0
2025-02-26,200,22.3,72.0
2025-02-26,300,22.1,73.0
2025-02-26,400,21.6,75.0
2025-02-26,500,21.0,78.0
2025-02-26,600,21.1,77.0
2025-02-26,700,20.9,77.0
2025-02-26,800,20.5,79.0
2025-02-26,900,20.0,81.0
2025-02-26,1000,19.9,83.0
2025-02-26,1100,20.9,79.0
2025-02-26,1200,22.5,73.0
2025-02-26,1300,23.5,66.0
2025-02-26,1400,23.4,65.0
2025-02-26,1500,25.6,60.0
2025-02-26,1600,26.6,56.0
2025-02-26,1700,26.7,56.0
2025-02-26,1800,26.9,56.0
2025-02-26,1900,26.5,52.0
2025-02-26,2000,24.5,63.0
2025-02-26,2100,24.2,64.0
2025-02-26,2200,23.6,65.0
2025-02-26,2300,23.7,67.0
2025-02-27,0,22.8,72.0
2025-02-27,100,22.5,74.0
2025-02-27,300,21.2,79.0
2025-02-27,400,19.3,89.0
2025-02-27,500,19.2,90.0
2025-02-27,600,19.9,84.0
2025-02-27,700,20.3,82.0
2025-02-27,800,20.5,84.0
2025-02-27,900,18.8,88.0
2025-02-27,1000,20.9,83.0
2025-02-27,1100,22.6,72.0
2025-02-27,1200,23.2,66.0
2025-02-27,1300,24.1,64.0
2025-02-27,1400,25.4,57.0
2025-02-27,1500,26.9,50.0
2025-02-27,1600,27.4,47.0
2025-02-27,1700,28.3,41.0
2025-02-27,1800,29.3,40.0
2025-02-27,1900,27.4,41.0
2025-02-27,2000,27.2,46.0
2025-02-27,2100,26.4,48.0
2025-02-27,2200,25.7,49.0
2025-02-27,2300,24.6,54.0
2025-02-28,0,23.8,57.0
2025-02-28,100,23.3,59.0
2025-02-28,200,22.5,62.0
2025-02-28,300,22.3,64.0
2025-02-28,400,20.1,72.0
2025-02-28,500,17.6,85.0
2025-02-28,600,17.3,86.0
2025-02-28,700,20.0,75.0
2025-02-28,800,19.7,78.0
2025-02-28,900,19.2,80.0
2025-02-28,1000,19.8,79.0
2025-02-28,1100,21.3,75.0
2025-02-28,1200,23.1,71.0
2025-02-28,1300,24.6,66.0
2025-02-28,1400,26.0,59.0
2025-02-28,1500,26.5,56.0
2025-02-28,1600,27.4,49.0
2025-02-28,1700,28.1,47.0
2025-02-28,1800,28.2,50.0
2025-02-28,1900,27.4,47.0
2025-02-28,2000,26.4,50.0
2025-02-28,2100,26.7,51.0
2025-02-28,2200,25.0,57.0
2025-02-28,2300,24.2,60.0
2025-03-01,0,23.5,63.0
2025-03-01,100,22.6,65.0
2025-03-01,200,21.8,69.0
2025-03-01,300,21.3,70.0
2025-03-01,400,20.8,72.0
2025-03-01,500,20.6,73.0
2025-03-01,700,19.6,81.0
2025-03-01,800,19.7,83.0
2025-03-01,900,19.6,84.0
2025-03-01,1000,19.5,86.0
2025-03-01,1100,19.7,85.0
2025-03-01,1200,20.6,80.0
2025-03-01,1300,22.0,74.0
2025-03-01,1400,23.2,69.0
2025-03-01,1500,24.2,66.0
2025-03-01,1600,25.0,63.0
2025-03-01,1700,25.3,60.0
2025-03-01,1800,25.8,57.0
2025-03-01,1900,25.0,61.0
2025-03-01,2000,24.5,60.0
2025-03-01,2100,23.5,65.0
2025-03-01,2200,22.2,69.0
2025-03-01,2300,21.4,71.0
2025-03-02,0,21.2,70.0
2025-03-02,100,20.6,74.0
2025-03-02,200,20.1,77.0
2025-03-02,300,20.1,75.0
2025-03-02,400,19.9,77.0
2025-03-02,500,19.7,79.0
2025-03-02,600,19.5,81.0
2025-03-02,700,19.0,83.0
2025-03-02,800,18.9,84.0
2025-03-02,900,18.6,86.0
2025-03-02,1000,18.6,86.0
2025-03-02,1100,19.0,85.0
2025-03-02,1200,19.7,83.0
2025-03-02,1300,20.4,81.0
2025-03-02,1400,21.8,74.0
2025-03-02,1500,23.3,68.0
2025-03-02,1600,24.2,63.0
2025-03-02,1700,25.8,58.0
2025-03-02,1800,25.3,56.0
2025-03-02,1900,25.7,55.0
2025-03-02,2000,25.4,53.0
2025-03-02,2100,24.6,58.0
2025-03-02,2200,23.5,64.0
2025-03-02,2300,22.5,70.0
2025-03-03,0,22.1,71.0
2025-03-03,100,21.4,72.0
2025-03-03,200,20.5,76.0
2025-03-03,300,20.2,78.0
2025-03-03,400,20.1,81.0
2025-03-03,500,20.0,80.0
2025-03-03,600,19.9,79.0
2025-03-03,700,20.1,78.0
2025-03-03,800,19.6,81.0
2025-03-03,900,19.0,84.0
2025-03-03,1000,19.3,83.0
2025-03-03,1100,20.6,79.0
2025-03-03,1200,22.0,74.0
2025-03-03,1300,23.4,68.0
2025-03-03,1400,24.9,63.0
2025-03-03,1500,26.5,54.0
2025-03-03,1600,27.1,50.0
2025-03-03,1700,26.7,50.0
2025-03-03,1800,28.0,47.0
2025-03-03,1900,27.0,46.0
2025-03-03,2000,27.2,49.0
2025-03-03,2100,26.1,51.0
2025-03-03,2200,25.0,56.0
2025-03-03,2300,23.8,65.0
2025-03-04,0,23.5,68.0
2025-03-04,100,23.0,69.0
2025-03-04,200,22.4,71.0
2025-03-04,300,22.1,72.0
2025-03-04,400,21.6,74.0
2025-03-04,500,21.2,74.0
2025-03-04,600,21.3,71.0
2025-03-04,700,20.8,72.0
2025-03-04,800,20.1,74.0
2025-03-04,900,19.0,80.0
2025-03-04,1000,19.4,80.0
2025-03-04,1100,20.2,78.0
2025-03-04,1200,21.8,73.0
2025-03-04,1300,23.0,68.0
2025-03-04,1400,24.7,59.0
2025-03-04,1500,25.8,56.0
2025-03-04,1600,26.8,47.0
2025-03-04,1700,27.3,42.0
2025-03-04,1800,28.0,40.0
2025-03-04,1900,27.3,49.0
2025-03-04,2000,26.1,52.0
2025-03-04,2100,25.7,53.0
2025-03-04,2200,24.5,58.0
2025-03-04,2300,23.6,60.0
2025-03-05,0,23.2,60.0
2025-03-05,100,23.1,58.0
2025-03-05,200,22.3,61.0
2025-03-05,300,22.3,60.0
2025-03-05,400,21.5,63.0
2025-03-05,500,20.9,66.0
2025-03-05,600,20.4,70.0
2025-03-05,700,19.6,75.0
2025-03-05,800,18.5,82.0
2025-03-05,900,18.0,85.0
2025-03-05,1000,18.8,82.0
2025-03-05,1100,19.7,80.0
2025-03-05,1200,21.6,73.0
2025-03-05,1300,23.0,67.0
2025-03-05,1400,23.8,62.0
2025-03-05,1500,25.2,57.0
2025-03-05,1600,25.2,55.0
2025-03-05,1700,25.4,56.0
2025-03-05,1800,25.1,56.0
2025-03-05,1900,25.3,55.0
2025-03-05,2000,25.1,56.0
2025-03-05,2100,24.6,55.0
2025-03-05,2200,23.9,57.0
2025-03-05,2300,23.2,61.0
2025-03-06,0,22.4,65.0
2025-03-06,100,21.8,69.0
2025-03-06,200,21.3,72.0
2025-03-06,300,20.8,73.0
2025-03-06,400,20.6,74.0
2025-03-06,500,20.2,74.0
2025-03-06,600,20.2,74.0
2025-03-06,700,19.3,79.0
2025-03-06,800,18.8,83.0
2025-03-06,900,18.4,86.0
2025-03-06,1000,18.5,87.0
2025-03-06,1100,19.0,85.0
2025-03-06,1200,20.2,81.0
2025-03-06,1300,20.6,79.0
2025-03-06,1400,21.9,75.0
2025-03-06,1500,23.4,69.0
2025-03-06,1600,25.3,60.0
2025-03-06,1700,26.2,54.0
2025-03-06,1800,27.1,52.0
2025-03-06,1900,25.3,58.0
2025-03-06,2000,26.7,53.0
2025-03-06,2100,24.8,57.0
2025-03-06,2300,22.5,75.0
2025-03-07,0,22.4,73.0
2025-03-07,100,21.8,76.0
2025-03-07,200,21.5,75.0
2025-03-07,300,20.9,76.0
2025-03-07,400,20.3,79.0
2025-03-07,500,20.0,79.0
2025-03-07,600,19.6,79.0
2025-03-07,700,19.4,77.0
2025-03-07,800,19.0,78.0
2025-03-07,900,18.3,81.0
2025-03-07,1000,18.2,82.0
2025-03-07,1100,19.4,77.0
2025-03-07,1200,20.5,74.0
2025-03-07,1300,22.6,67.0
2025-03-07,1400,24.2,61.0
2025-03-07,1500,25.6,55.0
2025-03-07,1600,27.2,51.0
2025-03-07,1700,27.6,45.0
2025-03-07,1800,28.4,43.0
2025-03-07,1900,27.4,43.0
2025-03-07,2000,27.7,42.0
2025-03-07,2100,26.7,45.0
2025-03-07,2200,25.5,51.0
2025-03-07,2300,24.7,54.0
2025-03-08,0,23.4,59.0
2025-03-08,100,22.8,62.0
2025-03-08,200,22.2,63.0
2025-03-08,300,20.9,69.0
2025-03-08,400,19.4,76.0
2025-03-08,500,20.4,71.0
2025-03-08,600,20.6,67.0
2025-03-08,700,20.2,71.0
2025-03-08,800,19.7,75.0
2025-03-08,900,19.3,77.0
2025-03-08,1000,19.7,77.0
2025-03-08,1100,21.0,75.0
2025-03-08,1200,22.4,69.0
2025-03-08,1300,24.3,67.0
2025-03-08,1400,25.1,61.0
2025-03-08,1500,25.1,57.0
2025-03-08,1600,28.5,48.0
2025-03-08,1700,27.5,44.0
2025-03-08,1800,29.5,38.0
2025-03-08,1900,28.8,38.0
2025-03-08,2000,28.8,36.0
2025-03-08,2100,27.8,39.0
2025-03-08,2200,25.7,45.0
2025-03-08,2300,24.1,52.0
2025-03-09,0,23.5,58.0
2025-03-09,100,23.7,59.0
2025-03-09,200,23.0,62.0
2025-03-09,300,22.3,63.0
2025-03-09,400,19.7,74.0
2025-03-09,500,20.7,71.0
2025-03-09,600,17.5,86.0
2025-03-09,700,18.5,81.0
2025-03-09,800,17.1,89.0
2025-03-09,900,16.6,91.0
2025-03-09,1000,21.7,69.0
2025-03-09,1100,22.4,64.0
2025-03-09,1200,24.2,56.0
2025-03-09,1300,25.2,57.0
2025-03-09,1400,26.2,51.0
2025-03-09,1500,27.1,43.0
2025-03-09,1600,28.8,36.0
2025-03-09,1700,28.7,36.0
2025-03-09,1800,29.2,33.0
2025-03-09,1900,28.7,39.0
2025-03-09,2000,27.1,45.0
2025-03-09,2100,26.4,48.0
2025-03-09,2200,25.1,52.0
2025-03-09,2300,24.1,57.0
2025-03-10,0,23.2,62.0
2025-03-10,100,23.1,61.0
2025-03-10,200,23.4,55.0
2025-03-10,300,22.6,58.0
2025-03-10,400,19.2,75.0
2025-03-10,500,19.0,74.0
2025-03-10,600,20.2,64.0
2025-03-10,700,16.9,81.0
2025-03-10,800,16.3,87.0
2025-03-10,900,16.4,86.0
2025-03-10,1000,18.9,75.0
2025-03-10,1100,25.2,46.0
2025-03-10,1200,26.5,44.0
2025-03-10,1300,27.6,42.0
2025-03-10,1400,27.6,37.0
2025-03-10,1500,28.0,36.0
2025-03-10,1600,29.0,31.0
2025-03-10,1700,29.7,30.0
2025-03-10,1800,28.6,31.0
2025-03-10,1900,30.6,29.0
2025-03-10,2000,29.3,29.0
2025-03-10,2100,28.4,30.0
2025-03-10,2200,27.4,33.0
2025-03-10,2300,26.5,38.0
2025-03-11,0,22.1,60.0
2025-03-11,100,21.2,65.0
2025-03-11,200,21.7,64.0
2025-03-11,300,19.5,72.0
2025-03-11,400,18.5,77.0
2025-03-11,500,18.0,76.0
2025-03-11,600,18.8,72.0
2025-03-11,700,19.1,73.0
2025-03-11,800,18.9,81.0
2025-03-11,900,18.5,88.0
2025-03-11,1000,20.7,80.0
2025-03-11,1100,23.4,69.0
2025-03-11,1200,26.1,60.0
2025-03-11,1300,27.8,46.0
2025-03-11,1400,29.1,46.0
2025-03-11,1500,29.7,40.0
2025-03-11,1600,30.8,36.0
2025-03-11,1700,30.2,33.0
2025-03-11,1800,30.4,33.0
2025-03-11,1900,30.8,32.0
2025-03-11,2000,29.0,42.0
2025-03-11,2100,26.1,53.0
2025-03-11,2200,23.8,63.0
2025-03-11,2300,23.7,66.0
2025-03-12,0,23.2,65.0
2025-03-12,100,22.1,69.0
2025-03-12,200,22.0,72.0
2025-03-12,300,22.0,74.0
2025-03-12,400,20.8,82.0
2025-03-12,500,20.5,83.0
2025-03-12,600,20.2,85.0
2025-03-12,700,20.5,81.0
2025-03-12,800,19.6,83.0
2025-03-12,900,20.2,82.0
2025-03-12,1000,21.6,73.0
2025-03-12,1100,22.7,69.0
2025-03-12,1200,23.8,65.0
2025-03-12,1300,26.3,59.0
2025-03-12,1400,27.7,46.0
2025-03-12,1500,29.1,44.0
2025-03-12,1600,28.8,45.0
2025-03-12,1700,30.5,43.0
2025-03-12,1800,23.6,59.0
2025-03-12,1900,23.8,83.0
2025-03-12,2000,24.1,72.0
2025-03-12,2100,23.1,74.0
2025-03-12,2200,21.8,81.0
2025-03-12,2300,21.2,85.0
2025-03-13,0,22.2,77.0
2025-03-13,100,22.0,76.0
2025-03-13,200,20.3,85.0
2025-03-13,300,20.6,86.0
2025-03-13,400,20.5,86.0
2025-03-13,500,21.7,81.0
2025-03-13,600,20.9,86.0
2025-03-13,700,22.0,80.0
2025-03-13,800,21.6,82.0
2025-03-13,900,21.4,85.0
2025-03-13,1000,21.3,89.0
2025-03-13,1100,21.5,87.0
2025-03-13,1200,21.8,88.0
2025-03-13,1300,25.0,73.0
2025-03-13,1400,26.7,55.0
2025-03-13,1500,27.8,52.0
2025-03-13,1600,29.0,50.0
2025-03-13,1700,28.9,45.0
2025-03-13,1800,28.3,49.0
2025-03-13,1900,20.9,87.0
2025-03-13,2000,19.9,94.0
2025-03-13,2100,20.6,95.0
2025-03-13,2200,20.5,94.0
2025-03-13,2300,21.3,89.0
2025-03-14,0,20.5,92.0
2025-03-14,100,20.2,93.0
2025-03-14,200,20.3,92.0
2025-03-14,300,21.3,86.0
